IndustryCode,Origin,Dest,tau_nodist,TEC,Desc
BS531A00,AB,BC,1.499068588,49.91%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,AB,BC,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,AB,BC,1.312307431,31.23%, Owner-Occupied Dwellings
BS532A00,AB,BC,1.213515305,21.35%, Owner-Occupied Dwellings
BS533000,AB,BC,1.193727441,19.37%, Owner-Occupied Dwellings
BS541100,AB,BC,1,0.00%," Professional, Scientific and Technical Services"
BS541200,AB,BC,1,0.00%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,AB,BC,1.101953806,10.20%," Architectural, Engineering and Related Services"
BS541400,AB,BC,1.255578018,25.56%," Architectural, Engineering and Related Services"
BS541500,AB,BC,1.092067399,9.21%, Specialized Design Services
BS541600,AB,BC,1.190130971,19.01%, Specialized Design Services
BS541700,AB,BC,1.266371139,26.64%," Management, Scientific and Technical Consulting Services"
BS541800,AB,BC,1.575320192,57.53%," Advertising, Public Relations and Related Services"
BS541900,AB,BC,1.205913478,20.59%," Advertising, Public Relations, and Related Services"
BS551113,AB,BC,1.315966084,31.60%," Advertising, Public Relations, and Related Services"
BS561100,AB,BC,1.110925942,11.09%, Office administrative Services
BS561A00,AB,BC,1.460101113,46.01%, Services to Buildings and Dwellings
BS561300,AB,BC,1.030762221,3.08%, Office administrative Services
BS561400,AB,BC,1.573225023,57.32%, Business Support Services
BS561500,AB,BC,1.107810193,10.78%, Business Support Services
BS561600,AB,BC,1.476126675,47.61%, Travel Arrangement and Reservation Services
BS561700,AB,BC,1,0.00%, Investigation and Security Services
BS562000,AB,BC,1.96579547,96.58%, Waste Management and Remediation Services
BS610000,AB,BC,1,0.00%, Educational Services
BS621100,AB,BC,8.719286059,771.93%, Offices of Physicians
BS621200,AB,BC,1.641848781,64.18%, Offices of Dentists
BS621A00,AB,BC,1.997580901,99.76%, Offices of Dentists
BS623000,AB,BC,2.500878853,150.09%, Miscellaneous Ambulatory Health Care Services
BS624000,AB,BC,1,0.00%, Nursing and Residential Care Facilities
BS71A000,AB,BC,1.167432848,16.74%, Gambling Industries
BS713A00,AB,BC,1.386130988,38.61%," Arts, Entertainment and Recreation"
BS713200,AB,BC,1.492760124,49.28%," Arts, Entertainment and Recreation"
BS721100,AB,BC,1.104441425,10.44%, Traveller Accommodation
BS721A00,AB,BC,1.315423692,31.54%, Traveller Accommodation
BS722000,AB,BC,1.372233753,37.22%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
BS811100,AB,BC,1.692951049,69.30%, Repair and maintenance
BS811A00,AB,BC,1.81012441,81.01%, Automotive Repair and Maintenance
BS812A00,AB,BC,1.503193926,50.32%, Repair and Maintenance (except Automotive)
BS812200,AB,BC,3.136039141,213.60%, Repair and Maintenance (except Automotive)
BS812300,AB,BC,1.089461389,8.95%, Repair and Maintenance (except Automotive)
BS813000,AB,BC,1.393852622,39.39%, Dry Cleaning and Laundry Services
BS814000,AB,BC,1,0.00%, Professional and Similar Organizations
NP610000,AB,BC,2.797011311,179.70%, Non-Profit Education Services
NP621000,AB,BC,2.681943785,168.19%, Educational Services
NP624000,AB,BC,2.984214648,198.42%, Social Assistance
NP710000,AB,BC,1.592246144,59.22%," Arts, Entertainment and Recreation"
NP813100,AB,BC,1.861732473,86.17%, Religious Organizations
NP813A00,AB,BC,1.94918572,94.92%, Religious Organizations
NP999999,AB,BC,2.117038931,111.70%, Religious Organizations
GS611100,AB,BC,3.984913716,298.49%, Government Education Services
GS611200,AB,BC,1.471087786,47.11%, Elementary and Secondary Schools
GS611300,AB,BC,1.539580625,53.96%, Community Colleges and C.E.G.E.P.s
GS611A00,AB,BC,1,0.00%, Community Colleges and C.E.G.E.P.s
GS622000,AB,BC,1.909350993,90.94%, Hospitals
GS623000,AB,BC,3.127231777,212.72%, Nursing and Residential Care Facilities
GS911100,AB,BC,4.529986539,353.00%, Defence Services
GS911A00,AB,BC,2.005989799,100.60%, Other federal government services (except defence)
GS912000,AB,BC,2.344148281,134.41%, Other Provincial and Territorial Government Services
GS913000,AB,BC,2.095089479,109.51%, Other Municipal Government Services
GS914000,AB,BC,4.49805664,349.81%, Other Aboriginal Government Services
BS111A00,SK,BC,1,0.00%,#N/A
BS1114A0,SK,BC,1,0.00%,#N/A
BS112A00,SK,BC,1,0.00%, Animal Production
BS112500,SK,BC,1,0.00%, Animal Production
BS113000,SK,BC,1.381469023,38.15%, Forestry and Logging
BS114000,SK,BC,1.204395228,20.44%," Fishing, Hunting and Trapping"
BS115A00,SK,BC,2.722713376,172.27%, Support Activities for Forestry
BS115300,SK,BC,2.432267037,143.23%, Support Activities for Forestry
BS211110,SK,BC,1,0.00%, Oil and Gas Extraction
BS211140,SK,BC,1.115996463,11.60%, Non-Conventional Oil Extraction
BS212100,SK,BC,1.161158289,16.12%, Coal Mining
BS212210,SK,BC,1.077962084,7.80%, Iron Ore Mining
BS212220,SK,BC,1.068847552,6.88%, Iron Ore Mining
BS212230,SK,BC,1.079847897,7.98%, Gold and Silver Ore Mining
BS212290,SK,BC,1.111829778,11.18%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,SK,BC,1,0.00%, Stone Mining and Quarrying
BS212320,SK,BC,1,0.00%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,SK,BC,1.265362574,26.54%, Diamond Mining
BS21239A,SK,BC,1,0.00%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,SK,BC,1.10047206,10.05%, Diamond Mining
BS21311A,SK,BC,1.210020485,21.00%, Support Activities for Oil and Gas Extraction
BS21311B,SK,BC,1.415183214,41.52%, Support Activities for Oil and Gas Extraction
BS221100,SK,BC,1.969676351,96.97%," Electric Power Generation, Transmission and Distribution"
BS221200,SK,BC,3.30521498,230.52%," Electric Power Generation, Transmission and Distribution"
BS221300,SK,BC,1,0.00%, Natural Gas Distribution
BS23A000,SK,BC,1,0.00%, Residential Building Construction
BS23B000,SK,BC,1,0.00%, Non-Residential Building Construction
BS23C100,SK,BC,1,0.00%, Transportation Engineering Construction
BS23C200,SK,BC,1,0.00%, Oil and Gas Engineering Construction
BS23C300,SK,BC,1,0.00%, Electric Power Engineering Construction
BS23C400,SK,BC,1,0.00%, Communication Engineering Construction
BS23C500,SK,BC,1,0.00%, Other Engineering Construction
BS23D000,SK,BC,1,0.00%, Repair Construction
BS23E000,SK,BC,1.262989496,26.30%, Other Activities of the Construction Industry
BS311100,SK,BC,1,0.00%, Animal Food Manufacturing
BS311200,SK,BC,1.010967498,1.10%, Animal Food Manufacturing
BS311300,SK,BC,1.079661283,7.97%, Sugar and Confectionery Product Manufacturing
BS311400,SK,BC,1,0.00%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,SK,BC,1,0.00%, Dairy Product Manufacturing
BS311600,SK,BC,1,0.00%, Meat Product Manufacturing
BS311700,SK,BC,1,0.00%, Grain and Oilseed Milling
BS311800,SK,BC,1.15867218,15.87%, Grain and Oilseed Milling
BS311900,SK,BC,1,0.00%, Bakeries and Tortilla Manufacturing
BS312110,SK,BC,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,SK,BC,1.21942634,21.94%, Breweries
BS3121A0,SK,BC,1,0.00%, Wineries and Distilleries
BS312200,SK,BC,1.11708724,11.71%, Tobacco Manufacturing
BS31A000,SK,BC,1.065968494,6.60%, Textile and Textile Product Mills
BS31B000,SK,BC,1.473982813,47.40%, Clothing and Leather and Allied Product Manufacturing
BS321100,SK,BC,1,0.00%, Sawmills and Wood Preservation
BS321200,SK,BC,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,SK,BC,1,0.00%, Other Wood Product Manufacturing
BS322100,SK,BC,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,SK,BC,1,0.00%, Converted Paper Product Manufacturing
BS323000,SK,BC,1,0.00%, Printing and Related Support Activities
BS324110,SK,BC,1,0.00%, Petroleum Refineries
BS3241A0,SK,BC,1,0.00%, Petroleum Refineries
BS325100,SK,BC,1.029919169,2.99%, Basic Chemical Manufacturing
BS325200,SK,BC,1.139644034,13.96%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,SK,BC,1.014510419,1.45%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,SK,BC,1.093318581,9.33%, Pharmaceutical and Medicine Manufacturing
BS325500,SK,BC,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325600,SK,BC,1.002227373,0.22%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,SK,BC,1,0.00%, Other Chemical Product Manufacturing
BS326100,SK,BC,1,0.00%, Plastic Product Manufacturing
BS326200,SK,BC,1,0.00%, Rubber Product Manufacturing
BS327A00,SK,BC,1,0.00%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,SK,BC,1.013293137,1.33%, Rubber Product Manufacturing
BS331100,SK,BC,1,0.00%, Primary Metal Manufacturing
BS331200,SK,BC,1.000068451,0.01%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,SK,BC,1,0.00%, Steel Product Manufacturing from Purchased Steel
BS331400,SK,BC,1,0.00%, Alumina and Aluminum Production and Processing
BS331500,SK,BC,1.118998729,11.90%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,SK,BC,1.125405277,12.54%, Fabricated Metal Product Manufacturing
BS332A00,SK,BC,1.12071739,12.07%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,SK,BC,1,0.00%, Forging and Stamping
BS332400,SK,BC,1,0.00%, Architectural and Structural Metals Manufacturing
BS332500,SK,BC,1.13095515,13.10%, Hardware Manufacturing
BS332600,SK,BC,1.08772037,8.77%, Spring and Wire Product Manufacturing
BS332700,SK,BC,1.401793178,40.18%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,SK,BC,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,SK,BC,1.042213432,4.22%," Agricultural, construction and mining machinery manufacturing"
BS333200,SK,BC,1.01451918,1.45%, Industrial Machinery Manufacturing
BS333300,SK,BC,1.16338975,16.34%, Industrial Machinery Manufacturing
BS333400,SK,BC,1,0.00%, Commercial and Service Industry Machinery Manufacturing
BS333500,SK,BC,1.204919053,20.49%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,SK,BC,1,0.00%, Metalworking Machinery Manufacturing
BS333900,SK,BC,1.302836572,30.28%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,SK,BC,1.287800863,28.78%, Computer and Peripheral Equipment Manufacturing
BS334200,SK,BC,1.399935524,39.99%, Communications Equipment Manufacturing
BS334A00,SK,BC,1.260506226,26.05%, Semiconductor and Other Electronic Component Manufacturing
BS334400,SK,BC,1.282898631,28.29%, Semiconductor and Other Electronic Component Manufacturing
BS335100,SK,BC,1.298190487,29.82%, Semiconductor and Other Electronic Component Manufacturing
BS335200,SK,BC,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,SK,BC,1,0.00%, Electrical Equipment Manufacturing
BS335900,SK,BC,1,0.00%, Household Appliance Manufacturing
BS336110,SK,BC,1.21917277,21.92%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,SK,BC,1.313555151,31.36%, Heavy-Duty Truck Manufacturing
BS336200,SK,BC,1,0.00%, Motor Vehicle Body and Trailer Manufacturing
BS336310,SK,BC,1.213677568,21.37%, Motor Vehicle Parts Manufacturing
BS336320,SK,BC,1.374501305,37.45%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,SK,BC,1.242826604,24.28%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,SK,BC,1.058111586,5.81%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,SK,BC,1.194265086,19.43%, Motor Vehicle Brake System Manufacturing
BS336360,SK,BC,1.221177829,22.12%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,SK,BC,1.287472341,28.75%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,SK,BC,1.18118921,18.12%, Motor vehicle metal stamping
BS336400,SK,BC,1.109288288,10.93%, Aerospace Product and Parts Manufacturing
BS336500,SK,BC,1,0.00%, Railroad Rolling Stock Manufacturing
BS336600,SK,BC,1,0.00%, Ship and Boat Building
BS336900,SK,BC,1.069662044,6.97%, Other Transportation Equipment Manufacturing
BS337100,SK,BC,1,0.00%, Furniture and Related Product Manufacturing
BS337200,SK,BC,1,0.00%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,SK,BC,1,0.00%, Office Furniture (including Fixtures) Manufacturing
BS339100,SK,BC,1,0.00%, Miscelleneous Manufacturing
BS339900,SK,BC,1.145688651,14.57%, Medical Equipment and Supplies Manufacturing
BS411000,SK,BC,1.033507063,3.35%, Farm Product Wholesaler-Distributors
BS412000,SK,BC,1.139964358,14.00%, Farm Product Wholesaler-Distributors
BS413000,SK,BC,1,0.00%, Petroleum Product Wholesaler-Distributors
BS414000,SK,BC,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,SK,BC,1.111998642,11.20%, Personal and Household Goods Wholesaler-Distributors
BS416000,SK,BC,1,0.00%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,SK,BC,1.131721956,13.17%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,SK,BC,1,0.00%, Miscellaneous Wholesaler-Distributors
BS419000,SK,BC,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS441000,SK,BC,2.063671341,106.37%," Wholesale electronic markets, and agents and brokers"
BS442000,SK,BC,2.414466346,141.45%," Wholesale electronic markets, and agents and brokers"
BS443000,SK,BC,1.979851367,97.99%, Electronics and Appliance Stores
BS444000,SK,BC,2.578806819,157.88%, Electronics and Appliance Stores
BS445000,SK,BC,2.304796038,130.48%, Building material and garden equipment and supplies dealers
BS446000,SK,BC,2.500852366,150.09%, Health and Personal Care Stores
BS447000,SK,BC,1.738591258,73.86%, Health and Personal Care Stores
BS448000,SK,BC,1.89457522,89.46%, Gasoline Stations
BS451000,SK,BC,2.176120472,117.61%," Sporting goods, hobby, book and music stores"
BS452000,SK,BC,2.097481406,109.75%, General Merchandise Stores
BS453A00,SK,BC,2.453521295,145.35%, Miscellaneous store retailers
BS454000,SK,BC,2.152864826,115.29%, Miscellaneous store retailers
BS481000,SK,BC,1.486760864,48.68%, Non-Store Retailers
BS482000,SK,BC,1.131987884,13.20%, Rail Transportation
BS483000,SK,BC,1.074368661,7.44%, Water Transportation
BS484000,SK,BC,1.228751769,22.88%, Truck Transportation
BS485100,SK,BC,2.02390717,102.39%, Truck Transportation
BS48A000,SK,BC,1.616227249,61.62%, Urban Transit Systems
BS485300,SK,BC,1,0.00%, Urban Transit Systems
BS486A00,SK,BC,2.147029654,114.70%, Urban Transit Systems
BS486200,SK,BC,1.216795959,21.68%, Urban Transit Systems
BS488000,SK,BC,1.084922704,8.49%, Urban Transit Systems
BS491000,SK,BC,1.223296838,22.33%, Pipeline Transportation of Natural Gas
BS492000,SK,BC,1.374736606,37.47%, Couriers and Messengers
BS493000,SK,BC,1,0.00%, Warehousing and Storage
BS511110,SK,BC,1.291842591,29.18%, Information and Cultural Industries
BS5111A0,SK,BC,1.180940932,18.09%, Information and Cultural Industries
BS511200,SK,BC,1.0272765,2.73%, Information and Cultural Industries
BS5121A0,SK,BC,1.064596781,6.46%, Motion Picture and Sound Recording Industries
BS512130,SK,BC,1.488591219,48.86%, Motion Picture and Sound Recording Industries
BS512200,SK,BC,1.343068538,34.31%, Motion Picture and Video Exhibition
BS515100,SK,BC,1.705456414,70.55%, Radio and Television Broadcasting
BS515200,SK,BC,1.46923138,46.92%, Software Publishers
BS517000,SK,BC,2.362643313,136.26%, Pay and Specialty Television
BS518000,SK,BC,1.10845115,10.85%," Data Processing, Hosting, and Related Services"
BS519000,SK,BC,2.323925167,132.39%," Data Processing, Hosting, and Related Services"
BS521000,SK,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,SK,BC,1.923775315,92.38%," Data Processing, Hosting, and Related Services"
BS522130,SK,BC,2.463241463,146.32%," Data Processing, Hosting, and Related Services"
BS522200,SK,BC,1.484146815,48.41%, Local Credit Unions
BS522300,SK,BC,1,0.00%, Local Credit Unions
BS52A000,SK,BC,1.210051769,21.01%, Insurance Carriers
BS524100,SK,BC,1.721816809,72.18%, Insurance Carriers
BS524200,SK,BC,1,0.00%, Insurance Carriers
BS531100,SK,BC,2.533078258,153.31%, Lessors of Real Estate
BS531A00,SK,BC,1.628129711,62.81%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,SK,BC,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,SK,BC,1.384791724,38.48%, Owner-Occupied Dwellings
BS532A00,SK,BC,1.215672087,21.57%, Owner-Occupied Dwellings
BS533000,SK,BC,1.26371825,26.37%, Owner-Occupied Dwellings
BS541100,SK,BC,1,0.00%," Professional, Scientific and Technical Services"
BS541200,SK,BC,1.183863221,18.39%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,SK,BC,1.146737193,14.67%," Architectural, Engineering and Related Services"
BS541400,SK,BC,1.710316655,71.03%," Architectural, Engineering and Related Services"
BS541500,SK,BC,1.229896485,22.99%, Specialized Design Services
BS541600,SK,BC,1.738528233,73.85%, Specialized Design Services
BS541700,SK,BC,1.909377033,90.94%," Management, Scientific and Technical Consulting Services"
BS541800,SK,BC,1.469338283,46.93%," Advertising, Public Relations and Related Services"
BS541900,SK,BC,3.017589023,201.76%," Advertising, Public Relations, and Related Services"
BS551113,SK,BC,1.199055194,19.91%," Advertising, Public Relations, and Related Services"
BS561100,SK,BC,1.241373127,24.14%, Office administrative Services
BS561A00,SK,BC,2.029288704,102.93%, Services to Buildings and Dwellings
BS561300,SK,BC,1.280487822,28.05%, Office administrative Services
BS561400,SK,BC,2.410298026,141.03%, Business Support Services
BS561500,SK,BC,1.076891703,7.69%, Business Support Services
BS561600,SK,BC,1.423775502,42.38%, Travel Arrangement and Reservation Services
BS561700,SK,BC,4.208661128,320.87%, Investigation and Security Services
BS562000,SK,BC,1.883676985,88.37%, Waste Management and Remediation Services
BS610000,SK,BC,1,0.00%, Educational Services
BS621100,SK,BC,8.545232139,754.52%, Offices of Physicians
BS621200,SK,BC,2.78259848,178.26%, Offices of Dentists
BS621A00,SK,BC,2.208687248,120.87%, Offices of Dentists
BS623000,SK,BC,3.308199306,230.82%, Miscellaneous Ambulatory Health Care Services
BS624000,SK,BC,1,0.00%, Nursing and Residential Care Facilities
BS71A000,SK,BC,1.318315224,31.83%, Gambling Industries
BS713A00,SK,BC,1.470492736,47.05%," Arts, Entertainment and Recreation"
BS713200,SK,BC,2.027446477,102.74%," Arts, Entertainment and Recreation"
BS721100,SK,BC,1.344554948,34.46%, Traveller Accommodation
BS721A00,SK,BC,1.719001101,71.90%, Traveller Accommodation
BS722000,SK,BC,1.860481148,86.05%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
